"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
539,0,19,13,0,149179.09,149179.09,0
540,1,20,13,0,149179.09,335213.09,0
1258,2,18,31,0,218820.75,218820.75,0
1060,3,20,26,0,218820.75,717988,0
460,0,20,11,0,227011.67,227011.67,0
500,1,20,12,0,227011.67,430401.75,0
381,0,21,9,0,333762.94,333762.94,0
421,1,21,10,0,333762.94,413512.97,0
1100,2,20,27,0,335922.94,335922.94,0
1139,3,19,28,0,335922.94,604333.44,0
467,0,27,11,0,350168.66,350168.66,0
507,1,27,12,0,350168.66,442797.5,0
538,2,18,13,0,370064.66,370064.66,0
579,3,19,14,0,370064.66,488764.28,0
262,0,22,6,0,400084.69,400084.69,0
302,1,22,7,0,400084.69,581363.12,0
1255,0,15,31,0,517638.09,517638.09,0
1215,1,15,30,0,517638.09,549917.88,0
340,2,20,8,0,720113.94,720113.94,0
380,3,20,9,0,720113.94,2194943,0
428,2,28,10,0,805009.19,805009.19,0
468,3,28,11,0,805009.19,927998.88,0
344,0,24,8,0,901492.38,901492.38,0
343,1,23,8,0,901492.38,1212492.9,0
419,2,19,10,0,926554.12,926554.12,0
459,3,19,11,0,926554.12,1172150,0
104,0,24,2,0,932806.69,932806.69,0
144,1,24,3,0,932806.69,1675439.6,0
463,0,23,11,0,1011043.7,1011043.7,0
424,1,24,10,0,1011043.7,1046204.4,0
465,0,25,11,0,1161039.4,1161039.4,0
464,1,24,11,0,1161039.4,1366927.8,0
1451,0,11,36,0,1193888.1,1193888.1,0
1412,1,12,35,0,1193888.1,1328504.6,0
1416,0,16,35,0,1285682.4,1285682.4,0
1336,1,16,33,0,1285682.4,3537708.5,0
462,2,22,11,0,1396067.1,1396067.1,0
423,3,23,10,0,1396067.1,1781472.5,0
146,0,26,3,0,1433722.8,1433722.8,0
306,1,26,7,0,1433722.8,3044765.8,0
1576,0,16,39,0,1484829.8,1484829.8,0
1536,1,16,38,0,1484829.8,3633972.2,0
505,2,25,12,0,1486256.8,1486256.8,0
503,3,23,12,0,1486256.8,1858495.5,0
182,2,22,4,0,1491754.5,1491754.5,0
261,3,21,6,0,1491754.5,1820847,0
1450,2,10,36,0,2015489.4,2015489.4,0
1410,3,10,35,0,2015489.4,2677534.8,0
30,0,30,0,0,2058904.8,2058904.8,0
69,1,29,1,0,2058904.8,3655095,0
1529,2,9,38,0,2209185.8,2209185.8,0
1489,3,9,37,0,2209185.8,2632721,0
267,0,27,6,0,2780357,2780357,0
227,1,27,5,0,2780357,2840728,0
1577,2,17,39,0,3637021.2,3637021.2,0
1377,3,17,34,0,3637021.2,7577105,0
185,2,25,4,0,3660267.8,3660267.8,0
225,3,25,5,0,3660267.8,6882791,0
105,2,25,2,0,3729126.8,3729126.8,0
145,3,25,3,0,3729126.8,4350033,0
149,2,29,3,0,3775059.8,3775059.8,0
188,3,28,4,0,3775059.8,3885468.8,0
265,2,25,6,0,4506939.5,4506939.5,0
266,3,26,6,0,4506939.5,4639147,0
1457,2,17,36,0,5370511,5370511,0
1497,3,17,37,0,5370511,6528234.5,0
152,0,32,3,0,6042046.5,6042046.5,0
111,1,31,2,0,6042046.5,8675037,0
1493,2,13,37,0,9769100,9769100,0
1454,3,14,36,0,9769100,11410549,0
230,2,30,5,0,10929305,10929305,0
190,3,30,4,0,10929305,16990036,0
1571,2,11,39,0,13120404,13120404,0
1532,3,12,38,0,13120404,15333147,0
153,2,33,3,0,14616081,14616081,0
231,3,31,5,0,14616081,23215302,0
